timestamp,speed_mps,load_tph,tension_kn,vibration_rms,bearing_temp_c,health_state
2026-09-01 00:00:00,3.5496714153011233,1178.8120158988647,43.64301053902555,2.456973035062321,56.044858743000454,0
2026-09-01 00:00:01,3.4861735698828817,1177.3292945808073,44.38900107389269,2.490203228877907,55.849970777607,0
2026-09-01 00:00:02,3.5647688538100692,1110.2178413684992,43.80523787790971,2.5192884635762747,52.190440462583524,0
2026-09-01 00:00:03,3.6523029856408025,1183.495490414928,45.22083609389224,2.784058438493854,56.738752665291216,0
2026-09-01 00:00:04,3.4765846625276664,1236.6414540910873,47.394357062923824,2.275834807453977,50.529751973270145,0
2026-09-01 00:00:05,3.4765863043050818,1136.2883940461602,43.45791568571759,2.246095902546202,53.037447022719014,0
2026-09-01 00:00:06,3.657921281550739,1252.4241325525297,47.00164099553683,2.8709859226428924,49.00273656130658,0
2026-09-01 00:00:07,3.576743472915291,1224.388741054217,43.43665585530623,2.3612065774356106,59.675879550888446,0
2026-09-01 00:00:08,3.453052561406505,1163.2883339014481,43.30474557500623,2.12108939392688,54.305351518164116,0
2026-09-01 00:00:09,3.5542560043585967,1192.9235181331076,46.637189236686424,2.354461017370039,61.50065210444893,0
2026-09-01 00:00:10,3.4536582307187538,1279.9160903820516,46.84387275601523,2.4009841794268,57.40884977955849,0
2026-09-01 00:00:11,3.4534270246429744,1236.6773906752933,46.70281987352531,2.9664888183177296,56.34429464005307,0
2026-09-01 00:00:12,3.5241962271566036,1200.4391827449074,42.368405183563716,2.777447863713021,53.241316917157,0
2026-09-01 00:00:13,3.30867197553422,1188.1158341519508,44.0680980438559,2.8442561849896726,51.86094989293774,0
2026-09-01 00:00:14,3.3275082167486967,1203.830453522583,46.64597718400664,2.7459920927040358,56.56891472169084,0
2026-09-01 00:00:15,3.4437712470759028,1174.4118221028848,45.08308368112779,2.7838731014845943,54.78545797218106,0
2026-09-01 00:00:16,3.3987168879665575,1094.7625247140493,42.85261430760507,2.2935753620259045,50.9821890535441,0
2026-09-01 00:00:17,3.531424733259527,1302.1088955267364,45.91663587825089,2.440419353393955,50.449424750475046,0
2026-09-01 00:00:18,3.409197592447879,1207.76624995997,43.57038548201706,2.2030254060929355,52.12388881256925,0
2026-09-01 00:00:19,3.3587696298664707,1219.907363256127,48.58904969678442,2.43685359083889,60.46290167579869,0
2026-09-01 00:00:20,3.6465648768921555,1197.1046125061546,48.08968292483652,2.705231497280422,61.639833754033916,0
2026-09-01 00:00:21,3.4774223699513462,1163.2441599637707,46.20819485271114,2.540374985443674,55.61496744192673,0
2026-09-01 00:00:22,3.5067528204687926,1190.7037759525615,47.72201340953955,2.8934442456880887,55.446828388723866,0
2026-09-01 00:00:23,3.357525181378654,1120.0302618902845,45.129582700246765,2.157575262331834,53.99103888451144,0
2026-09-01 00:00:24,3.445561727547482,1313.8543249026652,46.53087498875003,2.650071505209472,52.19654395507149,0
2026-09-01 00:00:25,3.5110922589709865,1138.2744000788803,47.95544059060415,2.1255091594392046,59.12553717282173,0
2026-09-01 00:00:26,3.3849006422577697,1148.4016858076411,45.490997363588626,2.528252940752093,60.62072918169141,0
2026-09-01 00:00:27,3.537569801834567,1177.9870397806799,44.489625656971434,2.7221000267669435,52.31974274248214,0
2026-09-01 00:00:28,3.4399361310081193,1264.403786242619,41.59075608364577,2.4356492299527344,54.751484864726194,0
2026-09-01 00:00:29,3.4708306250206724,1200.7254499631326,44.833732948557014,2.6653379812260867,53.6504010978695,0
2026-09-01 00:00:30,3.43982933877706,1138.193210198477,46.646846369124624,2.2120802995501196,53.739282775405066,0
2026-09-01 00:00:31,3.685227818450894,1262.716918037867,46.89126685513526,2.000893006541085,58.55772476628959,0
2026-09-01 00:00:32,3.4986502775262065,1236.550031339274,46.00873013143682,2.667108886746341,51.064115363901635,0
2026-09-01 00:00:33,3.39422890710441,1226.9217478608225,43.91740181007552,3.0232030702227197,56.39940907280892,0
2026-09-01 00:00:34,3.582254491210319,1235.786712058542,41.046356862104815,2.2011865179490324,57.184714321917596,0
2026-09-01 00:00:35,3.3779156350028976,1319.7180950291227,44.00956980399053,2.8666582540320387,54.57354647919454,0
2026-09-01 00:00:36,3.5208863595004756,1309.2547447518057,44.391310257892094,2.5130270226449234,57.67920348096032,0
2026-09-01 00:00:37,3.3040329876120222,1165.6642328498353,44.37414206561997,2.0992925434920773,55.44295552161235,0
2026-09-01 00:00:38,3.367181395110157,1281.1942496405577,46.23711271395585,2.1605484095943512,58.65138976346834,0
2026-09-01 00:00:39,3.5196861235869124,1219.158409487945,48.97135282202968,2.504735432008195,50.433384085222436,0
2026-09-01 00:00:40,3.573846657999541,1224.9547908068876,45.24705840368219,2.378661313622769,53.953674216979394,0
2026-09-01 00:00:41,3.517136828118997,1115.3864584178336,44.566536421687076,2.1061261069725283,54.784560571446896,0
2026-09-01 00:00:42,3.488435171761176,1191.4807117305902,44.481556373991815,1.9917882156323785,46.98337784658595,0
2026-09-01 00:00:43,3.469889630441071,1159.3588204831717,45.24876953381543,2.2459842016220484,51.742141799264395,0
2026-09-01 00:00:44,3.352147800963257,1241.4029407446656,43.343412479303204,2.5581427024993353,52.55920223692364,0
2026-09-01 00:00:45,3.428015579160529,1253.5540250201402,45.24039711749211,2.498079774219059,57.84461798447005,0
2026-09-01 00:00:46,3.4539361229040213,1096.2756824491844,45.9016246726636,2.3496286127499766,52.8794699610562,0
2026-09-01 00:00:47,3.6057122226218916,1198.8982567997864,45.419372127148975,2.560566158287445,52.54576303808207,0
